Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,Race Type,EventName
0 days 01:16:57.676000,63,0 days 00:01:44.882000,16.0,,,0 days 00:00:37.202000,0 days 00:00:42.442000,0 days 00:00:25.238000,0 days 01:15:49.996000,0 days 01:16:32.438000,0 days 01:16:57.676000,208.0,221.0,321.0,318.0,False,MEDIUM,23.0,False,1,0 days 01:15:12.794000,Mercedes,RUS,1,True,2023-04-29 14:03:54.663,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:18:42.826000,63,0 days 00:01:45.150000,17.0,,,0 days 00:00:37.330000,0 days 00:00:42.574000,0 days 00:00:25.246000,0 days 01:17:35.006000,0 days 01:18:17.580000,0 days 01:18:42.826000,201.0,224.0,322.0,319.0,False,MEDIUM,24.0,False,1,0 days 01:16:57.676000,Mercedes,RUS,1,True,2023-04-29 14:05:39.545,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:47:10.048000,55,,1.0,0 days 00:12:18.757000,,,0 days 00:00:43.986000,0 days 00:00:25.109000,,0 days 00:46:44.983000,0 days 00:47:10.154000,175.0,209.0,321.0,323.0,False,MEDIUM,1.0,True,1,0 days 00:45:16.328000,Ferrari,SAI,2,False,2023-04-29 13:33:58.197,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:49:22.331000,55,0 days 00:02:12.283000,2.0,,,0 days 00:00:38.372000,0 days 00:00:59.062000,0 days 00:00:34.849000,0 days 00:47:48.420000,0 days 00:48:47.482000,0 days 00:49:22.331000,192.0,103.0,250.0,274.0,False,MEDIUM,2.0,True,1,0 days 00:47:10.048000,Ferrari,SAI,26,False,2023-04-29 13:35:51.917,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:51:52.411000,55,,3.0,,,0 days 00:00:51.630000,0 days 00:01:03.639000,0 days 00:00:34.760000,0 days 00:50:14.012000,0 days 00:51:17.652000,0 days 00:51:52.417000,107.0,166.0,270.0,170.0,False,MEDIUM,3.0,True,1,0 days 00:49:22.331000,Ferrari,SAI,64,False,2023-04-29 13:38:04.200,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:54:43.877000,55,,4.0,,,0 days 00:01:00.830000,0 days 00:01:13.392000,0 days 00:00:37.259000,0 days 00:52:53.276000,0 days 00:54:06.618000,0 days 00:54:43.946000,133.0,171.0,240.0,264.0,False,MEDIUM,4.0,True,1,0 days 00:51:52.411000,Ferrari,SAI,4,False,2023-04-29 13:40:34.280,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:57:43.773000,55,,5.0,,,0 days 00:00:53.623000,0 days 00:01:01.732000,0 days 00:01:04.547000,0 days 00:55:37.539000,0 days 00:56:39.257000,0 days 00:57:43.866000,166.0,136.0,310.0,105.0,False,MEDIUM,5.0,True,1,0 days 00:54:43.877000,Ferrari,SAI,4,False,2023-04-29 13:43:25.746,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:59:31.897000,55,0 days 00:01:48.124000,6.0,,,0 days 00:00:39.895000,0 days 00:00:42.937000,0 days 00:00:25.292000,0 days 00:58:23.668000,0 days 00:59:06.605000,0 days 00:59:31.897000,190.0,220.0,321.0,322.0,False,MEDIUM,6.0,True,1,0 days 00:57:43.773000,Ferrari,SAI,1,False,2023-04-29 13:46:25.642,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:01:17.029000,55,0 days 00:01:45.132000,7.0,,,0 days 00:00:37.599000,0 days 00:00:42.500000,0 days 00:00:25.033000,0 days 01:00:09.496000,0 days 01:00:51.996000,0 days 01:01:17.029000,201.0,214.0,323.0,322.0,False,MEDIUM,7.0,True,1,0 days 00:59:31.897000,Ferrari,SAI,1,True,2023-04-29 13:48:13.766,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:03:01.923000,55,0 days 00:01:44.894000,8.0,,,0 days 00:00:37.342000,0 days 00:00:42.597000,0 days 00:00:24.955000,0 days 01:01:54.371000,0 days 01:02:36.968000,0 days 01:03:01.923000,208.0,215.0,326.0,323.0,False,MEDIUM,8.0,True,1,0 days 01:01:17.029000,Ferrari,SAI,1,True,2023-04-29 13:49:58.898,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:04:46.696000,55,0 days 00:01:44.773000,9.0,,,0 days 00:00:37.273000,0 days 00:00:42.525000,0 days 00:00:24.975000,0 days 01:03:39.196000,0 days 01:04:21.721000,0 days 01:04:46.696000,211.0,223.0,324.0,323.0,False,MEDIUM,9.0,True,1,0 days 01:03:01.923000,Ferrari,SAI,1,True,2023-04-29 13:51:43.792,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:06:31.149000,55,0 days 00:01:44.453000,10.0,,,0 days 00:00:37.038000,0 days 00:00:42.419000,0 days 00:00:24.996000,0 days 01:05:23.734000,0 days 01:06:06.153000,0 days 01:06:31.149000,210.0,219.0,321.0,322.0,False,MEDIUM,10.0,True,1,0 days 01:04:46.696000,Ferrari,SAI,1,True,2023-04-29 13:53:28.565,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:08:15.547000,55,0 days 00:01:44.398000,11.0,,,0 days 00:00:37.097000,0 days 00:00:42.329000,0 days 00:00:24.972000,0 days 01:07:08.246000,0 days 01:07:50.575000,0 days 01:08:15.547000,209.0,221.0,324.0,323.0,True,MEDIUM,11.0,True,1,0 days 01:06:31.149000,Ferrari,SAI,1,True,2023-04-29 13:55:13.018,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:10:00.097000,55,0 days 00:01:44.550000,12.0,,,0 days 00:00:37.208000,0 days 00:00:42.356000,0 days 00:00:24.986000,0 days 01:08:52.755000,0 days 01:09:35.111000,0 days 01:10:00.097000,210.0,221.0,323.0,323.0,False,MEDIUM,12.0,True,1,0 days 01:08:15.547000,Ferrari,SAI,1,True,2023-04-29 13:56:57.416,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:11:44.690000,55,0 days 00:01:44.593000,13.0,,,0 days 00:00:37.218000,0 days 00:00:42.441000,0 days 00:00:24.934000,0 days 01:10:37.315000,0 days 01:11:19.756000,0 days 01:11:44.690000,214.0,223.0,328.0,324.0,False,MEDIUM,13.0,True,1,0 days 01:10:00.097000,Ferrari,SAI,1,True,2023-04-29 13:58:41.966,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:13:29.737000,55,0 days 00:01:45.047000,14.0,,,0 days 00:00:37.431000,0 days 00:00:42.576000,0 days 00:00:25.040000,0 days 01:12:22.121000,0 days 01:13:04.697000,0 days 01:13:29.737000,213.0,225.0,321.0,323.0,False,MEDIUM,14.0,True,1,0 days 01:11:44.690000,Ferrari,SAI,1,True,2023-04-29 14:00:26.559,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:15:14.372000,55,0 days 00:01:44.635000,15.0,,,0 days 00:00:37.227000,0 days 00:00:42.435000,0 days 00:00:24.973000,0 days 01:14:06.964000,0 days 01:14:49.399000,0 days 01:15:14.372000,209.0,223.0,322.0,323.0,False,MEDIUM,15.0,True,1,0 days 01:13:29.737000,Ferrari,SAI,1,True,2023-04-29 14:02:11.606,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:16:59.296000,55,0 days 00:01:44.924000,16.0,,,0 days 00:00:37.310000,0 days 00:00:42.596000,0 days 00:00:25.018000,0 days 01:15:51.682000,0 days 01:16:34.278000,0 days 01:16:59.296000,214.0,227.0,326.0,323.0,False,MEDIUM,16.0,True,1,0 days 01:15:14.372000,Ferrari,SAI,1,True,2023-04-29 14:03:56.241,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:18:44.714000,55,0 days 00:01:45.418000,17.0,,,0 days 00:00:37.534000,0 days 00:00:42.801000,0 days 00:00:25.083000,0 days 01:17:36.830000,0 days 01:18:19.631000,0 days 01:18:44.714000,211.0,221.0,328.0,323.0,False,MEDIUM,17.0,True,1,0 days 01:16:59.296000,Ferrari,SAI,1,True,2023-04-29 14:05:41.165,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:47:11.823000,14,,1.0,0 days 00:11:34.148000,,,0 days 00:00:44.677000,0 days 00:00:25.352000,,0 days 00:46:46.499000,0 days 00:47:11.842000,174.0,221.0,317.0,322.0,False,MEDIUM,6.0,False,1,0 days 00:45:16.328000,Aston Martin,ALO,2,False,2023-04-29 13:33:58.197,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:49:25.389000,14,0 days 00:02:13.566000,2.0,,,0 days 00:00:38.662000,0 days 00:01:00.079000,0 days 00:00:34.825000,0 days 00:47:50.485000,0 days 00:48:50.564000,0 days 00:49:25.389000,198.0,120.0,258.0,217.0,False,MEDIUM,7.0,False,1,0 days 00:47:11.823000,Aston Martin,ALO,26,False,2023-04-29 13:35:53.692,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:51:55.286000,14,0 days 00:02:29.897000,3.0,,,0 days 00:00:50.701000,0 days 00:01:04.652000,0 days 00:00:34.544000,0 days 00:50:16.090000,0 days 00:51:20.742000,0 days 00:51:55.286000,128.0,147.0,307.0,149.0,False,MEDIUM,8.0,False,1,0 days 00:49:25.389000,Aston Martin,ALO,64,False,2023-04-29 13:38:07.258,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:54:47.696000,14,,4.0,,,0 days 00:01:00.862000,0 days 00:01:14.003000,0 days 00:00:37.543000,0 days 00:52:56.150000,0 days 00:54:10.196000,0 days 00:54:47.743000,140.0,173.0,290.0,285.0,False,MEDIUM,9.0,False,1,0 days 00:51:55.286000,Aston Martin,ALO,4,False,2023-04-29 13:40:37.155,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:57:44.252000,14,,5.0,,,0 days 00:00:52.410000,0 days 00:01:02.779000,0 days 00:01:01.387000,0 days 00:55:40.086000,0 days 00:56:42.914000,0 days 00:57:44.350000,112.0,113.0,319.0,124.0,False,MEDIUM,10.0,False,1,0 days 00:54:47.696000,Aston Martin,ALO,4,False,2023-04-29 13:43:29.565,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:59:32.645000,14,0 days 00:01:48.393000,6.0,,,0 days 00:00:39.807000,0 days 00:00:43.502000,0 days 00:00:25.084000,0 days 00:58:24.059000,0 days 00:59:07.561000,0 days 00:59:32.645000,194.0,214.0,329.0,323.0,False,MEDIUM,11.0,False,1,0 days 00:57:44.252000,Aston Martin,ALO,1,False,2023-04-29 13:46:26.121,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:01:17.730000,14,0 days 00:01:45.085000,7.0,,,0 days 00:00:37.711000,0 days 00:00:42.503000,0 days 00:00:24.871000,0 days 01:00:10.356000,0 days 01:00:52.859000,0 days 01:01:17.730000,207.0,216.0,331.0,325.0,False,MEDIUM,12.0,False,1,0 days 00:59:32.645000,Aston Martin,ALO,1,True,2023-04-29 13:48:14.514,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:03:02.481000,14,0 days 00:01:44.751000,8.0,,,0 days 00:00:37.377000,0 days 00:00:42.477000,0 days 00:00:24.897000,0 days 01:01:55.107000,0 days 01:02:37.584000,0 days 01:03:02.481000,212.0,217.0,334.0,325.0,False,MEDIUM,13.0,False,1,0 days 01:01:17.730000,Aston Martin,ALO,1,True,2023-04-29 13:49:59.599,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:04:47.420000,14,0 days 00:01:44.939000,9.0,,,0 days 00:00:37.375000,0 days 00:00:42.658000,0 days 00:00:24.906000,0 days 01:03:39.856000,0 days 01:04:22.514000,0 days 01:04:47.420000,210.0,218.0,332.0,325.0,False,MEDIUM,14.0,False,1,0 days 01:03:02.481000,Aston Martin,ALO,1,True,2023-04-29 13:51:44.350,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:06:32.088000,14,0 days 00:01:44.668000,10.0,,,0 days 00:00:37.144000,0 days 00:00:42.590000,0 days 00:00:24.934000,0 days 01:05:24.564000,0 days 01:06:07.154000,0 days 01:06:32.088000,206.0,220.0,330.0,323.0,False,MEDIUM,15.0,False,1,0 days 01:04:47.420000,Aston Martin,ALO,1,True,2023-04-29 13:53:29.289,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:08:16.681000,14,0 days 00:01:44.593000,11.0,,,0 days 00:00:37.274000,0 days 00:00:42.405000,0 days 00:00:24.914000,0 days 01:07:09.362000,0 days 01:07:51.767000,0 days 01:08:16.681000,214.0,231.0,328.0,324.0,False,MEDIUM,16.0,False,1,0 days 01:06:32.088000,Aston Martin,ALO,1,True,2023-04-29 13:55:13.957,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:10:01.225000,14,0 days 00:01:44.544000,12.0,,,0 days 00:00:37.246000,0 days 00:00:42.349000,0 days 00:00:24.949000,0 days 01:08:53.927000,0 days 01:09:36.276000,0 days 01:10:01.225000,217.0,226.0,329.0,322.0,True,MEDIUM,17.0,False,1,0 days 01:08:16.681000,Aston Martin,ALO,1,True,2023-04-29 13:56:58.550,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:11:46.014000,14,0 days 00:01:44.789000,13.0,,,0 days 00:00:37.107000,0 days 00:00:42.487000,0 days 00:00:25.195000,0 days 01:10:38.332000,0 days 01:11:20.819000,0 days 01:11:46.014000,212.0,231.0,327.0,322.0,False,MEDIUM,18.0,False,1,0 days 01:10:01.225000,Aston Martin,ALO,1,True,2023-04-29 13:58:43.094,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:13:31.034000,14,0 days 00:01:45.020000,14.0,,,0 days 00:00:37.332000,0 days 00:00:42.634000,0 days 00:00:25.054000,0 days 01:12:23.346000,0 days 01:13:05.980000,0 days 01:13:31.034000,220.0,223.0,329.0,322.0,False,MEDIUM,19.0,False,1,0 days 01:11:46.014000,Aston Martin,ALO,1,True,2023-04-29 14:00:27.883,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:15:15.978000,14,0 days 00:01:44.944000,15.0,,,0 days 00:00:37.245000,0 days 00:00:42.662000,0 days 00:00:25.037000,0 days 01:14:08.279000,0 days 01:14:50.941000,0 days 01:15:15.978000,207.0,224.0,329.0,321.0,False,MEDIUM,20.0,False,1,0 days 01:13:31.034000,Aston Martin,ALO,1,True,2023-04-29 14:02:12.903,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:17:00.904000,14,0 days 00:01:44.926000,16.0,,,0 days 00:00:37.304000,0 days 00:00:42.623000,0 days 00:00:24.999000,0 days 01:15:53.282000,0 days 01:16:35.905000,0 days 01:17:00.904000,208.0,220.0,329.0,323.0,False,MEDIUM,21.0,False,1,0 days 01:15:15.978000,Aston Martin,ALO,1,True,2023-04-29 14:03:57.847,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:18:45.911000,14,0 days 00:01:45.007000,17.0,,,0 days 00:00:37.145000,0 days 00:00:42.860000,0 days 00:00:25.002000,0 days 01:17:38.049000,0 days 01:18:20.909000,0 days 01:18:45.911000,216.0,227.0,330.0,325.0,False,MEDIUM,22.0,False,1,0 days 01:17:00.904000,Aston Martin,ALO,1,True,2023-04-29 14:05:42.773,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:47:10.702000,44,,1.0,0 days 00:13:28.553000,,,0 days 00:00:44.159000,0 days 00:00:25.315000,,0 days 00:46:45.420000,0 days 00:47:10.811000,174.0,221.0,326.0,322.0,False,MEDIUM,7.0,False,1,0 days 00:45:16.328000,Mercedes,HAM,2,False,2023-04-29 13:33:58.197,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:49:23.733000,44,0 days 00:02:13.031000,2.0,,,0 days 00:00:38.500000,0 days 00:00:59.998000,0 days 00:00:34.533000,0 days 00:47:49.202000,0 days 00:48:49.200000,0 days 00:49:23.733000,195.0,128.0,264.0,294.0,False,MEDIUM,8.0,False,1,0 days 00:47:10.702000,Mercedes,HAM,26,False,2023-04-29 13:35:52.571,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:51:54.478000,44,,3.0,,,0 days 00:00:51.464000,0 days 00:01:04.623000,0 days 00:00:34.639000,0 days 00:50:15.277000,0 days 00:51:19.839000,0 days 00:51:54.526000,153.0,182.0,262.0,174.0,False,MEDIUM,9.0,False,1,0 days 00:49:23.733000,Mercedes,HAM,64,False,2023-04-29 13:38:05.602,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:54:46.133000,44,,4.0,,,0 days 00:00:59.824000,0 days 00:01:14.645000,0 days 00:00:37.186000,0 days 00:52:54.354000,0 days 00:54:08.947000,0 days 00:54:46.165000,156.0,183.0,287.0,256.0,False,MEDIUM,10.0,False,1,0 days 00:51:54.478000,Mercedes,HAM,4,False,2023-04-29 13:40:36.347,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:57:43.776000,44,,5.0,,,0 days 00:00:52.602000,0 days 00:01:02.123000,0 days 00:01:02.940000,0 days 00:55:38.805000,0 days 00:56:40.898000,0 days 00:57:43.960000,151.0,93.0,320.0,113.0,False,MEDIUM,11.0,False,1,0 days 00:54:46.133000,Mercedes,HAM,4,False,2023-04-29 13:43:28.002,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:59:32.984000,44,0 days 00:01:49.208000,6.0,,,0 days 00:00:40.854000,0 days 00:00:43.322000,0 days 00:00:25.032000,0 days 00:58:24.630000,0 days 00:59:07.952000,0 days 00:59:32.984000,195.0,209.0,330.0,325.0,False,MEDIUM,12.0,False,1,0 days 00:57:43.776000,Mercedes,HAM,1,False,2023-04-29 13:46:25.645,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:01:19.139000,44,0 days 00:01:46.155000,7.0,,,0 days 00:00:38.354000,0 days 00:00:42.721000,0 days 00:00:25.080000,0 days 01:00:11.338000,0 days 01:00:54.059000,0 days 01:01:19.139000,205.0,221.0,326.0,321.0,False,MEDIUM,13.0,False,1,0 days 00:59:32.984000,Mercedes,HAM,1,True,2023-04-29 13:48:14.853,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:03:03.740000,44,0 days 00:01:44.601000,8.0,,,0 days 00:00:37.369000,0 days 00:00:42.259000,0 days 00:00:24.973000,0 days 01:01:56.508000,0 days 01:02:38.767000,0 days 01:03:03.740000,201.0,223.0,328.0,321.0,True,MEDIUM,14.0,False,1,0 days 01:01:19.139000,Mercedes,HAM,1,True,2023-04-29 13:50:01.008,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:04:48.528000,44,0 days 00:01:44.788000,9.0,,,0 days 00:00:37.278000,0 days 00:00:42.601000,0 days 00:00:24.909000,0 days 01:03:41.018000,0 days 01:04:23.619000,0 days 01:04:48.528000,204.0,220.0,328.0,324.0,False,MEDIUM,15.0,False,1,0 days 01:03:03.740000,Mercedes,HAM,1,True,2023-04-29 13:51:45.609,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:06:33.196000,44,0 days 00:01:44.668000,10.0,,,0 days 00:00:37.334000,0 days 00:00:42.425000,0 days 00:00:24.909000,0 days 01:05:25.862000,0 days 01:06:08.287000,0 days 01:06:33.196000,198.0,222.0,326.0,323.0,False,MEDIUM,16.0,False,1,0 days 01:04:48.528000,Mercedes,HAM,1,True,2023-04-29 13:53:30.397,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:08:17.963000,44,0 days 00:01:44.767000,11.0,,,0 days 00:00:37.304000,0 days 00:00:42.502000,0 days 00:00:24.961000,0 days 01:07:10.500000,0 days 01:07:53.002000,0 days 01:08:17.963000,200.0,219.0,326.0,323.0,False,MEDIUM,17.0,False,1,0 days 01:06:33.196000,Mercedes,HAM,1,True,2023-04-29 13:55:15.065,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:10:02.917000,44,0 days 00:01:44.954000,12.0,,,0 days 00:00:37.368000,0 days 00:00:42.465000,0 days 00:00:25.121000,0 days 01:08:55.331000,0 days 01:09:37.796000,0 days 01:10:02.917000,205.0,220.0,325.0,322.0,False,MEDIUM,18.0,False,1,0 days 01:08:17.963000,Mercedes,HAM,1,True,2023-04-29 13:56:59.832,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:11:48.144000,44,0 days 00:01:45.227000,13.0,,,0 days 00:00:37.577000,0 days 00:00:42.494000,0 days 00:00:25.156000,0 days 01:10:40.494000,0 days 01:11:22.988000,0 days 01:11:48.144000,202.0,233.0,324.0,321.0,False,MEDIUM,19.0,False,1,0 days 01:10:02.917000,Mercedes,HAM,1,True,2023-04-29 13:58:44.786,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:13:33.151000,44,0 days 00:01:45.007000,14.0,,,0 days 00:00:37.324000,0 days 00:00:42.601000,0 days 00:00:25.082000,0 days 01:12:25.468000,0 days 01:13:08.069000,0 days 01:13:33.151000,207.0,219.0,324.0,322.0,False,MEDIUM,20.0,False,1,0 days 01:11:48.144000,Mercedes,HAM,1,True,2023-04-29 14:00:30.013,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:15:18.588000,44,0 days 00:01:45.437000,15.0,,,0 days 00:00:37.556000,0 days 00:00:42.697000,0 days 00:00:25.184000,0 days 01:14:10.707000,0 days 01:14:53.404000,0 days 01:15:18.588000,198.0,227.0,323.0,321.0,False,MEDIUM,21.0,False,1,0 days 01:13:33.151000,Mercedes,HAM,1,True,2023-04-29 14:02:15.020,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:17:04.940000,44,0 days 00:01:46.352000,16.0,,,0 days 00:00:37.804000,0 days 00:00:42.838000,0 days 00:00:25.710000,0 days 01:15:56.392000,0 days 01:16:39.230000,0 days 01:17:04.940000,201.0,226.0,323.0,318.0,False,MEDIUM,22.0,False,1,0 days 01:15:18.588000,Mercedes,HAM,1,True,2023-04-29 14:04:00.457,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:18:50.794000,44,0 days 00:01:45.854000,17.0,,,0 days 00:00:37.765000,0 days 00:00:42.814000,0 days 00:00:25.275000,0 days 01:17:42.705000,0 days 01:18:25.519000,0 days 01:18:50.794000,208.0,220.0,319.0,318.0,False,MEDIUM,23.0,False,1,0 days 01:17:04.940000,Mercedes,HAM,1,True,2023-04-29 14:05:46.809,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:47:13.440000,18,,1.0,0 days 00:11:22.555000,,,0 days 00:00:45.118000,0 days 00:00:25.250000,,0 days 00:46:48.217000,0 days 00:47:13.483000,167.0,204.0,329.0,325.0,False,MEDIUM,7.0,False,1,0 days 00:45:16.328000,Aston Martin,STR,2,False,2023-04-29 13:33:58.197,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:49:29.563000,18,0 days 00:02:16.123000,2.0,,,0 days 00:00:39.245000,0 days 00:01:03.190000,0 days 00:00:33.688000,0 days 00:47:52.685000,0 days 00:48:55.875000,0 days 00:49:29.563000,174.0,140.0,246.0,291.0,False,MEDIUM,8.0,False,1,0 days 00:47:13.440000,Aston Martin,STR,26,False,2023-04-29 13:35:55.309,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:52:01.085000,18,,3.0,,,0 days 00:00:50.079000,0 days 00:01:06.217000,0 days 00:00:35.216000,0 days 00:50:19.652000,0 days 00:51:25.870000,0 days 00:52:01.151000,140.0,155.0,302.0,249.0,False,MEDIUM,9.0,False,1,0 days 00:49:29.563000,Aston Martin,STR,64,False,2023-04-29 13:38:11.432,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:54:52.333000,18,,4.0,,,0 days 00:01:00.822000,0 days 00:01:14.902000,0 days 00:00:35.546000,0 days 00:53:01.885000,0 days 00:54:16.837000,0 days 00:54:52.368000,163.0,172.0,259.0,244.0,False,MEDIUM,10.0,False,1,0 days 00:52:01.085000,Aston Martin,STR,4,False,2023-04-29 13:40:42.954,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:57:44.878000,18,,5.0,,,0 days 00:00:50.778000,0 days 00:01:02.313000,0 days 00:00:59.498000,0 days 00:55:43.195000,0 days 00:56:45.460000,0 days 00:57:45.007000,164.0,128.0,325.0,147.0,False,MEDIUM,11.0,False,1,0 days 00:54:52.333000,Aston Martin,STR,4,False,2023-04-29 13:43:34.202,4,Sprint Race,Azerbaijan Grand Prix
0 days 00:59:34.409000,18,0 days 00:01:49.531000,6.0,,,0 days 00:00:40.758000,0 days 00:00:43.656000,0 days 00:00:25.117000,0 days 00:58:25.636000,0 days 00:59:09.292000,0 days 00:59:34.409000,178.0,204.0,330.0,324.0,False,MEDIUM,12.0,False,1,0 days 00:57:44.878000,Aston Martin,STR,1,False,2023-04-29 13:46:26.747,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:01:20.519000,18,0 days 00:01:46.110000,7.0,,,0 days 00:00:38.239000,0 days 00:00:42.972000,0 days 00:00:24.899000,0 days 01:00:12.648000,0 days 01:00:55.620000,0 days 01:01:20.519000,185.0,207.0,339.0,324.0,False,MEDIUM,13.0,False,1,0 days 00:59:34.409000,Aston Martin,STR,1,True,2023-04-29 13:48:16.278,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:03:05.731000,18,0 days 00:01:45.212000,8.0,,,0 days 00:00:37.492000,0 days 00:00:42.863000,0 days 00:00:24.857000,0 days 01:01:58.011000,0 days 01:02:40.874000,0 days 01:03:05.731000,193.0,214.0,342.0,324.0,False,MEDIUM,14.0,False,1,0 days 01:01:20.519000,Aston Martin,STR,1,True,2023-04-29 13:50:02.388,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:04:51.073000,18,0 days 00:01:45.342000,9.0,,,0 days 00:00:37.870000,0 days 00:00:42.691000,0 days 00:00:24.781000,0 days 01:03:43.601000,0 days 01:04:26.292000,0 days 01:04:51.073000,200.0,213.0,342.0,327.0,False,MEDIUM,15.0,False,1,0 days 01:03:05.731000,Aston Martin,STR,1,True,2023-04-29 13:51:47.600,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:06:36.005000,18,0 days 00:01:44.932000,10.0,,,0 days 00:00:37.652000,0 days 00:00:42.510000,0 days 00:00:24.770000,0 days 01:05:28.725000,0 days 01:06:11.235000,0 days 01:06:36.005000,201.0,215.0,342.0,327.0,False,MEDIUM,16.0,False,1,0 days 01:04:51.073000,Aston Martin,STR,1,True,2023-04-29 13:53:32.942,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:08:20.961000,18,0 days 00:01:44.956000,11.0,,,0 days 00:00:37.644000,0 days 00:00:42.518000,0 days 00:00:24.794000,0 days 01:07:13.649000,0 days 01:07:56.167000,0 days 01:08:20.961000,199.0,219.0,343.0,326.0,False,MEDIUM,17.0,False,1,0 days 01:06:36.005000,Aston Martin,STR,1,True,2023-04-29 13:55:17.874,4,Sprint Race,Azerbaijan Grand Prix
0 days 01:10:06.764000,18,0 days 00:01:45.803000,12.0,,,0 days 00:00:37.921000,0 days 00:00:42.700000,0 days 00:00:25.182000,0 days 01:08:58.882000,0 days 01:09:41.582000,0 days 01:10:06.764000,,235.0,320.0,322.0,False,MEDIUM,18.0,False,1,0 days 01:08:20.961000,Aston Martin,STR,1,True,2023-04-29 13:57:02.830,4,Sprint Race,Azerbaijan Grand Prix
